hedis_id,measure_name,provider_id,numerator,denominator,performance_rate,target_rate,benchmark_rate,measurement_year,status,trend
HEDIS873375,Antidepressant Medication Adherence,PROV00146,338,943,35.84,80.0,75.5,2024,Not Met,Improving
HEDIS863000,Antidepressant Medication Adherence,PROV00097,345,578,59.69,80.0,75.5,2024,Not Met,Stable
HEDIS989465,Antidepressant Medication Adherence,PROV00025,414,810,51.11,80.0,75.5,2024,Not Met,Improving
HEDIS358798,Antidepressant Medication Adherence,PROV00117,136,832,16.35,80.0,75.5,2024,Not Met,Declining
HEDIS545271,Antidepressant Medication Adherence,PROV00003,338,663,50.98,80.0,75.5,2024,Not Met,Stable
HEDIS546015,Asthma Medication Ratio,PROV00001,310,904,34.29,80.0,75.5,2024,Not Met,Declining
HEDIS215286,Asthma Medication Ratio,PROV00105,422,540,78.15,80.0,75.5,2024,Not Met,Stable
HEDIS132257,Asthma Medication Ratio,PROV00029,280,850,32.94,80.0,75.5,2024,Not Met,Improving
HEDIS966523,Asthma Medication Ratio,PROV00133,351,895,39.22,80.0,75.5,2024,Not Met,Improving
HEDIS362477,Asthma Medication Ratio,PROV00069,142,826,17.19,80.0,75.5,2024,Not Met,Improving
HEDIS830849,Asthma Medication Ratio,PROV00123,409,615,66.5,80.0,75.5,2024,Not Met,Improving
HEDIS913779,Asthma Medication Ratio,PROV00075,151,878,17.2,80.0,75.5,2024,Not Met,Improving
HEDIS246898,Asthma Medication Ratio,PROV00104,190,507,37.48,80.0,75.5,2024,Not Met,Improving
HEDIS177621,Asthma Medication Ratio,PROV00032,292,544,53.68,80.0,75.5,2024,Not Met,Stable
HEDIS396757,Asthma Medication Ratio,PROV00145,209,674,31.01,80.0,75.5,2024,Not Met,Stable
HEDIS694469,Asthma Medication Ratio,PROV00134,259,526,49.24,80.0,75.5,2024,Not Met,Stable
HEDIS320189,Asthma Medication Ratio,PROV00048,325,963,33.75,80.0,75.5,2024,Not Met,Stable
HEDIS753131,Asthma Medication Ratio,PROV00044,304,629,48.33,80.0,75.5,2024,Not Met,Improving
HEDIS662689,Asthma Medication Ratio,PROV00143,392,994,39.44,80.0,75.5,2024,Not Met,Improving
HEDIS361662,Asthma Medication Ratio,PROV00129,235,596,39.43,80.0,75.5,2024,Not Met,Stable
HEDIS746108,Asthma Medication Ratio,PROV00061,326,600,54.33,80.0,75.5,2024,Not Met,Stable
HEDIS234001,Asthma Medication Ratio,PROV00006,305,574,53.14,80.0,75.5,2024,Not Met,Improving
HEDIS810479,Asthma Medication Ratio,PROV00136,295,643,45.88,80.0,75.5,2024,Not Met,Improving
HEDIS307005,Asthma Medication Ratio,PROV00150,245,701,34.95,80.0,75.5,2024,Not Met,Stable
HEDIS429927,Asthma Medication Ratio,PROV00085,431,963,44.76,80.0,75.5,2024,Not Met,Improving
HEDIS303507,Asthma Medication Ratio,PROV00024,183,942,19.43,80.0,75.5,2024,Not Met,Improving
HEDIS658042,Asthma Medication Ratio,PROV00097,254,505,50.3,80.0,75.5,2024,Not Met,Declining
HEDIS707139,Asthma Medication Ratio,PROV00023,125,887,14.09,80.0,75.5,2024,Not Met,Improving
HEDIS555629,Asthma Medication Ratio,PROV00142,328,885,37.06,80.0,75.5,2024,Not Met,Improving
HEDIS978361,Asthma Medication Ratio,PROV00135,270,702,38.46,80.0,75.5,2024,Not Met,Declining
HEDIS634617,Asthma Medication Ratio,PROV00073,374,695,53.81,80.0,75.5,2024,Not Met,Improving
HEDIS223332,Asthma Medication Ratio,PROV00099,230,684,33.63,80.0,75.5,2024,Not Met,Stable
HEDIS307017,Asthma Medication Ratio,PROV00047,293,662,44.26,80.0,75.5,2024,Not Met,Declining
HEDIS704605,Asthma Medication Ratio,PROV00014,266,896,29.69,80.0,75.5,2024,Not Met,Improving
HEDIS932364,Asthma Medication Ratio,PROV00056,188,752,25.0,80.0,75.5,2024,Not Met,Improving
HEDIS589010,Asthma Medication Ratio,PROV00064,213,829,25.69,80.0,75.5,2024,Not Met,Improving
HEDIS887373,Asthma Medication Ratio,PROV00022,408,837,48.75,80.0,75.5,2024,Not Met,Improving
HEDIS157437,Asthma Medication Ratio,PROV00037,336,777,43.24,80.0,75.5,2024,Not Met,Stable
HEDIS386429,Asthma Medication Ratio,PROV00015,165,985,16.75,80.0,75.5,2024,Not Met,Improving
HEDIS187749,Asthma Medication Ratio,PROV00112,409,773,52.91,80.0,75.5,2024,Not Met,Improving
HEDIS851331,Asthma Medication Ratio,PROV00084,168,928,18.1,80.0,75.5,2024,Not Met,Improving
HEDIS849989,Asthma Medication Ratio,PROV00017,391,761,51.38,80.0,75.5,2024,Not Met,Improving
HEDIS643226,Asthma Medication Ratio,PROV00016,434,912,47.59,80.0,75.5,2024,Not Met,Improving
HEDIS403042,Asthma Medication Ratio,PROV00080,153,776,19.72,80.0,75.5,2024,Not Met,Declining
HEDIS773721,Asthma Medication Ratio,PROV00117,389,619,62.84,80.0,75.5,2024,Not Met,Declining
HEDIS208616,Asthma Medication Ratio,PROV00079,295,653,45.18,80.0,75.5,2024,Not Met,Declining
HEDIS713787,Asthma Medication Ratio,PROV00009,441,754,58.49,80.0,75.5,2024,Not Met,Improving
HEDIS434626,Asthma Medication Ratio,PROV00096,380,966,39.34,80.0,75.5,2024,Not Met,Stable
HEDIS966423,Asthma Medication Ratio,PROV00077,307,652,47.09,80.0,75.5,2024,Not Met,Stable
HEDIS258231,Asthma Medication Ratio,PROV00026,243,852,28.52,80.0,75.5,2024,Not Met,Improving
HEDIS808049,Asthma Medication Ratio,PROV00060,289,675,42.81,80.0,75.5,2024,Not Met,Improving
HEDIS823509,Asthma Medication Ratio,PROV00027,153,811,18.87,80.0,75.5,2024,Not Met,Improving
HEDIS547256,Asthma Medication Ratio,PROV00019,101,937,10.78,80.0,75.5,2024,Not Met,Improving
HEDIS740436,Asthma Medication Ratio,PROV00071,402,646,62.23,80.0,75.5,2024,Not Met,Improving
HEDIS343129,Asthma Medication Ratio,PROV00070,84,828,10.14,80.0,75.5,2024,Not Met,Improving
HEDIS174380,Annual Dental Visit,PROV00059,165,717,23.01,75.0,75.5,2024,Not Met,Improving
HEDIS438370,Annual Dental Visit,PROV00047,405,891,45.45,75.0,75.5,2024,Not Met,Stable
HEDIS124792,Annual Dental Visit,PROV00020,209,915,22.84,75.0,75.5,2024,Not Met,Declining
HEDIS649580,Annual Dental Visit,PROV00001,103,924,11.15,75.0,75.5,2024,Not Met,Improving
HEDIS951089,Annual Dental Visit,PROV00074,107,516,20.74,75.0,75.5,2024,Not Met,Improving
HEDIS701313,Annual Dental Visit,PROV00007,252,857,29.4,75.0,75.5,2024,Not Met,Stable
HEDIS432360,Annual Dental Visit,PROV00061,197,787,25.03,75.0,75.5,2024,Not Met,Improving
HEDIS839681,Annual Dental Visit,PROV00095,181,674,26.85,75.0,75.5,2024,Not Met,Stable
HEDIS540408,Annual Dental Visit,PROV00075,280,806,34.74,75.0,75.5,2024,Not Met,Improving
HEDIS386577,Annual Dental Visit,PROV00100,186,500,37.2,75.0,75.5,2024,Not Met,Improving
HEDIS949792,Annual Dental Visit,PROV00049,272,738,36.86,75.0,75.5,2024,Not Met,Improving
HEDIS774791,Annual Dental Visit,PROV00008,287,782,36.7,75.0,75.5,2024,Not Met,Declining
HEDIS744390,Annual Dental Visit,PROV00041,347,865,40.12,75.0,75.5,2024,Not Met,Improving
HEDIS448758,Annual Dental Visit,PROV00108,319,546,58.42,75.0,75.5,2024,Not Met,Declining
HEDIS949987,Annual Dental Visit,PROV00058,150,903,16.61,75.0,75.5,2024,Not Met,Stable
HEDIS121188,Annual Dental Visit,PROV00116,134,963,13.91,75.0,75.5,2024,Not Met,Stable
HEDIS462574,Annual Dental Visit,PROV00103,206,874,23.57,75.0,75.5,2024,Not Met,Improving
HEDIS828546,Annual Dental Visit,PROV00147,446,858,51.98,75.0,75.5,2024,Not Met,Declining
HEDIS563099,Annual Dental Visit,PROV00096,188,598,31.44,75.0,75.5,2024,Not Met,Stable
HEDIS371422,Annual Dental Visit,PROV00094,210,895,23.46,75.0,75.5,2024,Not Met,Declining
HEDIS327706,Annual Dental Visit,PROV00146,168,519,32.37,75.0,75.5,2024,Not Met,Stable
HEDIS722735,Annual Dental Visit,PROV00104,130,867,14.99,75.0,75.5,2024,Not Met,Stable
HEDIS166373,Annual Dental Visit,PROV00023,120,802,14.96,75.0,75.5,2024,Not Met,Stable
HEDIS353450,Annual Dental Visit,PROV00105,242,714,33.89,75.0,75.5,2024,Not Met,Improving
HEDIS589537,Annual Dental Visit,PROV00121,294,759,38.74,75.0,75.5,2024,Not Met,Improving
HEDIS407512,Annual Dental Visit,PROV00143,302,585,51.62,75.0,75.5,2024,Not Met,Improving
HEDIS816851,Annual Dental Visit,PROV00021,107,591,18.1,75.0,75.5,2024,Not Met,Improving
HEDIS415887,Annual Dental Visit,PROV00004,223,639,34.9,75.0,75.5,2024,Not Met,Declining
HEDIS712781,Annual Dental Visit,PROV00010,178,865,20.58,75.0,75.5,2024,Not Met,Improving
HEDIS936923,Annual Dental Visit,PROV00142,301,681,44.2,75.0,75.5,2024,Not Met,Stable
HEDIS272269,Annual Dental Visit,PROV00014,219,629,34.82,75.0,75.5,2024,Not Met,Declining
HEDIS217190,Annual Dental Visit,PROV00065,294,755,38.94,75.0,75.5,2024,Not Met,Improving
HEDIS449321,Annual Dental Visit,PROV00033,228,655,34.81,75.0,75.5,2024,Not Met,Stable
HEDIS691596,Annual Dental Visit,PROV00024,434,914,47.48,75.0,75.5,2024,Not Met,Improving
HEDIS828737,Annual Dental Visit,PROV00006,192,644,29.81,75.0,75.5,2024,Not Met,Declining
HEDIS960502,Annual Dental Visit,PROV00052,442,587,75.3,75.0,75.5,2024,Met,Declining
HEDIS568095,Annual Dental Visit,PROV00133,121,764,15.84,75.0,75.5,2024,Not Met,Improving
HEDIS996933,Annual Dental Visit,PROV00120,442,586,75.43,75.0,75.5,2024,Met,Improving
HEDIS928231,Annual Dental Visit,PROV00070,196,756,25.93,75.0,75.5,2024,Not Met,Stable
HEDIS540554,Annual Dental Visit,PROV00060,202,815,24.79,75.0,75.5,2024,Not Met,Declining
HEDIS964684,Annual Dental Visit,PROV00150,264,866,30.48,75.0,75.5,2024,Not Met,Improving
HEDIS655725,Annual Dental Visit,PROV00005,105,726,14.46,75.0,75.5,2024,Not Met,Improving
HEDIS638979,Annual Dental Visit,PROV00093,142,861,16.49,75.0,75.5,2024,Not Met,Stable
HEDIS730135,Annual Dental Visit,PROV00017,396,699,56.65,75.0,75.5,2024,Not Met,Stable
HEDIS684576,Annual Dental Visit,PROV00106,379,826,45.88,75.0,75.5,2024,Not Met,Stable
HEDIS413247,Annual Dental Visit,PROV00002,111,600,18.5,75.0,75.5,2024,Not Met,Improving
HEDIS900075,Annual Dental Visit,PROV00111,290,954,30.4,75.0,75.5,2024,Not Met,Declining
HEDIS422172,Annual Dental Visit,PROV00073,356,942,37.79,75.0,75.5,2024,Not Met,Stable
HEDIS167407,Annual Dental Visit,PROV00091,436,838,52.03,75.0,75.5,2024,Not Met,Declining
HEDIS752346,Annual Dental Visit,PROV00139,278,727,38.24,75.0,75.5,2024,Not Met,Stable
